Περιγραφή,Κωδικός,Έτος,Μήνας,Sales,Forecasts
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Ιούνιος,300,360
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Ιούλιος,540,540
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Αύγουστος,0,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Σεπτέμβριος,660,960
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Οκτώβριος,360,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Νοέμβριος,567,660
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Δεκέμβριος,900,1200
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Ιανουάριος,600,540
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Φεβρουάριος,506,390
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Μάρτιος,450,360
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Απρίλιος,150,0
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Μάιος,0,360
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Ιούνιος,300,510
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Ιούλιος,210,210
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Αύγουστος,0,0
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Σεπτέμβριος,0,0
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Οκτώβριος,413,0
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Νοέμβριος,870,60
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Δεκέμβριος,0,0
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Ιανουάριος,1224,1224
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Φεβρουάριος,828,684
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Μάρτιος,360,216
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Απρίλιος,360,396
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Μάιος,396,576
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Ιούνιος,792,720
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Ιούλιος,1035,648
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Αύγουστος,300,720
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Σεπτέμβριος,612,684
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Οκτώβριος,540,540
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Νοέμβριος,972,612
FAMOZO FRESH RFL 750ML 16PCS,030206,2019,Δεκέμβριος,108,108
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Ιανουάριος,396,396
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Φεβρουάριος,396,324
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Μάρτιος,383,288
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Απρίλιος,180,180
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Μάιος,288,288
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Ιούνιος,396,360
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Ιούλιος,720,396
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Αύγουστος,0,396
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Σεπτέμβριος,432,432
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Οκτώβριος,468,468
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Νοέμβριος,504,468
FAMOZO CLEAR RFL 750ML 16PCS,030406,2019,Δεκέμβριος,252,252
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Ιανουάριος,531,400
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Φεβρουάριος,455,550
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Μάρτιος,319,660
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Απρίλιος,622,800
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Μάιος,457,650
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Ιούνιος,466,700
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Ιούλιος,503,550
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Αύγουστος,376,570
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Σεπτέμβριος,536,600
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Οκτώβριος,659,500
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Νοέμβριος,407,600
ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL TRG 750ML -1€,030701,2019,Δεκέμβριος,441,530
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Ιανουάριος,260,300
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Φεβρουάριος,266,300
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Μάρτιος,189,400
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Απρίλιος,467,500
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Μάιος,354,500
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Ιούνιος,324,400
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Ιούλιος,316,400
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Αύγουστος,242,350
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Σεπτέμβριος,302,350
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Οκτώβριος,354,400
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Νοέμβριος,322,350
"ΕΥΡ HM ΤΖΑΜΙΑ CRYSTAL RFL 750ML-0,9€",030721,2019,Δεκέμβριος,294,350
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Ιανουάριος,1305,1305
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Φεβρουάριος,720,720
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Μάρτιος,765,765
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Απρίλιος,0,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Μάιος,0,363
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Ιούνιος,0,405
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Ιούλιος,405,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Αύγουστος,0,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Σεπτέμβριος,0,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Οκτώβριος,540,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Νοέμβριος,405,0
ΕΥΡΗΚΑ ΥΓΡΟ 750 ML,031010CYP,2019,Δεκέμβριος,0,0
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Ιανουάριος,450,360
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Φεβρουάριος,225,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Μάρτιος,180,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Απρίλιος,90,90
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Μάιος,225,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Ιούνιος,225,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Ιούλιος,450,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Αύγουστος,0,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Σεπτέμβριος,360,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Οκτώβριος,405,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Νοέμβριος,0,240
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2019,Δεκέμβριος,450,450
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Ιανουάριος,324,404
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Φεβρουάριος,540,440
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Μάρτιος,324,320
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Απρίλιος,0,0
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Μάιος,108,120
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Ιούνιος,36,40
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Ιούλιος,288,160
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Αύγουστος,72,320
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Σεπτέμβριος,432,440
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Οκτώβριος,613,320
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Νοέμβριος,432,40
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2019,Δεκέμβριος,0,0
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Ιανουάριος,324,304
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Φεβρουάριος,72,80
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Μάρτιος,119,240
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Απρίλιος,252,40
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Μάιος,360,400
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Ιούνιος,216,120
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Ιούλιος,447,200
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Αύγουστος,36,280
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Σεπτέμβριος,511,511
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Οκτώβριος,144,0
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Νοέμβριος,187,40
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2019,Δεκέμβριος,252,240
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Ιανουάριος,714,996
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Φεβρουάριος,378,720
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Μάρτιος,504,720
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Απρίλιος,798,756
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Μάιος,420,756
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Ιούνιος,924,972
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Ιούλιος,1050,792
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Αύγουστος,0,540
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Σεπτέμβριος,1050,1008
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Οκτώβριος,1470,972
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Νοέμβριος,294,252
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2019,Δεκέμβριος,462,468
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Ιανουάριος,1140,1028
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Φεβρουάριος,604,600
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Μάρτιος,0,0
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Απρίλιος,360,400
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Μάιος,72,120
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Ιούνιος,216,240
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Ιούλιος,360,40
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Αύγουστος,36,360
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Σεπτέμβριος,504,520
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Οκτώβριος,898,840
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Νοέμβριος,756,520
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2019,Δεκέμβριος,324,200
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Ιανουάριος,360,426
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Φεβρουάριος,396,320
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Μάρτιος,80,360
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Απρίλιος,468,400
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Μάιος,36,240
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Ιούνιος,552,480
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Ιούλιος,648,280
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Αύγουστος,0,400
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Σεπτέμβριος,321,321
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Οκτώβριος,560,0
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Νοέμβριος,401,40
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2019,Δεκέμβριος,540,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Ιανουάριος,252,200
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Φεβρουάριος,10,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Μάρτιος,630,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Απρίλιος,378,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Μάιος,252,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Ιούνιος,0,0
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Ιούλιος,0,0
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Αύγουστος,0,0
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Σεπτέμβριος,252,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Οκτώβριος,504,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Νοέμβριος,185,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2019,Δεκέμβριος,0,0
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Ιανουάριος,1470,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Φεβρουάριος,294,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Μάρτιος,1470,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Απρίλιος,441,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Μάιος,200,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Ιούνιος,294,500
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Ιούλιος,0,0
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Αύγουστος,544,0
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Σεπτέμβριος,1776,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Οκτώβριος,0,2000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Νοέμβριος,588,500
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2019,Δεκέμβριος,0,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Ιανουάριος,441,440
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Φεβρουάριος,498,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Μάρτιος,735,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Απρίλιος,455,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Μάιος,606,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Ιούνιος,0,0
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Ιούλιος,0,0
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Αύγουστος,0,0
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Σεπτέμβριος,510,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Οκτώβριος,882,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Νοέμβριος,1102,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2019,Δεκέμβριος,0,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Ιανουάριος,0,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Φεβρουάριος,1400,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Μάρτιος,2400,2300
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Απρίλιος,0,1400
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Μάιος,1800,1600
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Ιούνιος,0,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Ιούλιος,2811,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Αύγουστος,0,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Σεπτέμβριος,1800,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Οκτώβριος,1601,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Νοέμβριος,0,1600
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2019,Δεκέμβριος,1300,1300
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Ιανουάριος,0,0
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Φεβρουάριος,1200,0
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Μάρτιος,1962,2000
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Απρίλιος,0,1200
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Μάιος,1560,1200
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Ιούνιος,0,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Ιούλιος,2520,1200
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Αύγουστος,0,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Σεπτέμβριος,1440,0
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Οκτώβριος,1320,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Νοέμβριος,0,1440
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2019,Δεκέμβριος,1440,1440
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Ιανουάριος,963,890
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Φεβρουάριος,909,520
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Μάρτιος,735,520
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Απρίλιος,494,180
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Μάιος,394,360
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Ιούνιος,1214,680
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Ιούλιος,628,410
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Αύγουστος,153,500
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Σεπτέμβριος,538,570
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Οκτώβριος,665,870
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Νοέμβριος,660,660
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2019,Δεκέμβριος,913,660
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Ιανουάριος,841,840
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Φεβρουάριος,957,476
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Μάρτιος,671,350
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Απρίλιος,687,260
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Μάιος,491,418
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2019,Ιούνιος,494,594
